"id","eixo","data_avaliacao","tipo_entidade","entidade","componente","item","estagio","pontuacao","comentario"
"4022","Financiamento","2025-08-28","Estado","Minas Gerais","F2","A","Estágio avançado","1","A classificação como avançado nesse item está alinhada aos requisitos do Manual de Aplicação do Painel ClimaBrasil. O Plano de Ação Climática de Minas Gerais (PLAC/MG) faz um diagnóstico para ação climática no Estado e buscou alinhar algumas de suas ações e estratégias a alguns desses instrumentos, especialmente com Plano Nacional sobre Mudança de Clima e  o Plano ABC+. Para mais, Minas aderiu ao Consórcio Brasil Verde (por meio da Lei n. 24.483/2023), ao Programa Progestão (regulamentado pela Res. ANA n. 379/2013), bem como ao programa  AdaptaCidades (criado pela Portaria do Ministério do Meio Ambiente n. 1.256/2024) e ao Cosud (O Consórcio de Integração Sul e Sudeste). No que diz respeito a implementação desses programas, evidências colacionadas  demonstram  que os programas estão sendo implementados pelo Estado."
"4024","Financiamento","2025-08-28","Estado","Minas Gerais","F2","B","Estágio avançado","1","Minas Gerais atende aos critérios do Manual para o nível 'avançado' no item F2-B, ao demonstrar capacidade institucional e técnica consolidada para acessar financiamento climático. O Estado firmou Memorando de Entendimento com o Reino Unido (2025) com foco em financiamento verde, descarbonização e apoio ao Selo Verde MG e ao CAR 2.0. O projeto ""Mobilising green investments for Minas Gerais"" é executado em parceria com o UK PACT, envolvendo SEMAD-MG e BDMG, com objetivo direto de fortalecer a elegibilidade do Estado junto a bancos multilaterais e fundos climáticos. A cooperação internacional também inclui apoio da França ao projeto ClimAtiva, voltado à estruturação de planos municipais de ação climática. As diversas fontes de financiamento acessadas pelo Estado, demonstram que ele possui corpo técnico capaz de elaborar projetos competitivos.  O BDMG atua como principal agente financeiro estadual com linhas verdes e parcerias multilaterais, conforme relatórios públicos. Minas Gerais integra ainda a CDP Latin America e outras plataformas que ampliam sua visibilidade e capacidade de elegibilidade. Com base nessas evidências, a classificação como 'avançado' é metodologicamente justificada."
"4025","Financiamento","2025-08-28","Estado","Minas Gerais","F2","C","Estágio intermediário","0.666","A classificação do item F2-C como 'estágio intermediário' é apropriada conforme os critérios do Manual de Aplicação, que requerem mecanismos públicos estruturados de rastreamento de recursos climáticos  nacionais e internacionais. O Estado de Minas Gerais possui ferramentas importantes em desenvolvimento. A plataforma MRV Climático foi lançada com apoio do UK PACT, mas ainda se limita à visualização de metas climáticas, sem dados financeiros integrados. O BDMG mantém relatórios de sustentabilidade e lista de projetos multilaterais, revelando cooperação internacional ativa. Contudo, esses dados não estão vinculados a um painel público e consolidado para acompanhamento dos recursos nacionais e internacionais e seu vínculo direto com metas climáticas do PLAC/MG . Assim, a classificação como estágio intermediário está metodologicamente correta."
"4142","Financiamento","2025-08-28","Estado","Minas Gerais","F3","A","Estágio avançado","1","Minas Gerais preenche os critérios para classificação ""avançado"" no item F3-A ao demonstrar um ecossistema robusto de mobilização de investimentos privados climáticos. O BDMG atua de forma estratégica com o Crédito Verde, novas linhas como o BDMG Verde, e financiamento com recursos do BEI (Banco Europeu de Investimento), destinados a energia limpa, eficiência energética e transporte sustentável. Além disso, o banco desempenha papel central na estruturação de parcerias público-privadas  em mais de 400 municípios, abrangendo saneamento, resíduos e iluminação pública. Também promove o desenvolvimento do produto ""BDMG Eficiência"", apoiado pela GIZ (Sociedade Alemã para a Cooperação Internacional), voltado a micro e pequenas empresas, um instrumento inovador que une crédito verde e tecnologia digital. Sua filiação à Green Bank Network e o aumento expressivo de recursos apoiados a projetos renováveis em 2023 comprovam capacidade institucional, técnica e operacional para captação e fomento privado. A soma dos instrumentos normativos, financeiros e parcerias multilaterais consolida a maturidade do Estado nessa área. A classificação ""avançada"" é, portanto, adequada."
"4162","Financiamento","2025-08-28","Estado","Minas Gerais","F3","B","Estágio intermediário","0.666","Minas Gerais deve ser classificada no estágio ""intermediário"" para o item F3-B, conforme os critérios do Manual de Aplicação. O Estado apresenta mecanismos institucionais de monitoramento contínuo das ações de mobilização de investimentos privados climáticos, especialmente via Banco de Desenvolvimento de Minas Gerais (BDMG), que divulga relatórios anuais, portfólio de projetos multilaterais e informações de transparência ativa sobre financiamento verde. Além disso, encontra-se em fase de implementação o sistema estadual MRV Climático, que integrará dados sobre financiamento recebido e necessário, em articulação com metas do PLAC-MG. Contudo, ainda não há consolidação de taxonomia climática nem plena desagregação dos dados em linguagem acessível ao público geral. As informações são fragmentadas em portais distintos, o que dificulta a navegação e o entendimento por parte de cidadãos e órgãos de controle externos. Por isso, embora os atributos 1 e parte dos itens 2 e 3 sejam atendidos, a classificação mais adequada é ""estágio intermediário""."
"1649","Governança","2025-08-28","Estado","Minas Gerais","G1","A","Estágio intermediário","0.666","A classificação em Estágio Intermediário mostra-se adequada diante do conjunto das evidências disponíveis. Minas Gerais não se encontra em situação de ausência normativa, pois possui o Decreto nº 45.229/2009, que dispõe sobre ações frente às mudanças climáticas e institui instrumentos como o Registro Público de Emissões e Remoções de GEE e o Selo Clima Minas. Trata-se, portanto, de um marco regulatório geral, ainda que editado em 2009, anterior ao Acordo de Paris, o que o torna desatualizado frente aos avanços internacionais e nacionais mais recentes. Ademais, o Plano Estadual de Ação Climática (PLAC-MG/2023) constitui importante instrumento de planejamento estratégico, com metas até 2050, mas não possui força normativa própria. O Decreto nº 48.896/2024 fortalece a governança climática ao instituir o CIMC, responsável por acompanhar a implementação do PLAC, e legislações setoriais, como a Lei nº 24.396/2023 (biogás) e a Lei nº 24.940/2024 (hidrogênio de baixo carbono), demonstram a incorporação parcial da pauta climática em políticas específicas. Apesar desses avanços, a inexistência de uma lei estadual abrangente atualizada sobre mudanças climáticas confirma a classificação intermediária de acordo com os critérios do Manual do Painel ClimaBrasil. Portanto, Minas Gerais apresenta um quadro legal formal, porém antigo e insuficiente para responder integralmente às demandas atuais da política climática."
"3761","Governança","2025-08-28","Estado","Minas Gerais","G1","B","Estágio avançado","1","O Estado de Minas Gerais possui um marco normativo climático vigente e estruturado, com destaque para o Decreto nº 45.229/2009, que estabelece princípios, diretrizes e instrumentos voltados à mitigação e adaptação às mudanças climáticas. O Decreto nº 48.896/2024 complementa essa estrutura ao instituir o Comitê Intragovernamental de Energia e Clima (CIEC), responsável por articular a agenda climática em nível transversal. Além disso, o Plano Estadual de Ação Climática de Minas Gerais (PLAC/MG) reforça a coerência com os compromissos federais e internacionais: define a meta de neutralidade climática até 2050, estrutura ações em setores-chave (energia, uso do solo, resíduos, agricultura) e utiliza metodologia de inventário de GEE compatível com o IPCC. O PLAC/MG adota horizonte temporal alinhado à NDC brasileira e à Resolução nº 3/2024 do Conselho da Federação, contemplando ações de curto, médio e longo prazo. Assim, o conjunto formado por decretos, leis setoriais e o PLAC MG demonstra compatibilidade com a PNMC, o Decreto nº 9.578/2018 e a NDC vigente, justificando a classificação no estágio Avançado, conforme o Manual de Aplicação do Painel ClimaBrasil."
"3781","Governança","2025-08-28","Estado","Minas Gerais","G1","C","Estágio intermediário","0.666","O Estado de Minas Gerais apresenta um conjunto normativo relevante voltado à integração de aspectos climáticos no planejamento estadual. O Decreto nº 48.896/2024 cria o Comitê Intragovernamental de Energia e Clima (CIEC), com competência para articular a política climática com os instrumentos de planejamento de curto, médio e longo prazo, como o PPAG, LOA e PMDI. O Decreto nº 45.229/2009 reforça a transversalidade das ações climáticas e o PLAC MG estrutura metas e eixos de atuação compatíveis com os principais setores do planejamento público (energia, agropecuária, resíduos, entre outros), alinhando-se aos compromissos da NDC brasileira. O plano também reconhece a importância de sua articulação com o PMDI e instrumentos orçamentários, sugerindo sua inclusão futura. No entanto, não há norma vigente que imponha de forma obrigatória e vinculante essa integração, o que compromete a perenidade da articulação entre clima e planejamento. A orientação ainda é predominantemente estratégica, sem força legal. Assim, embora haja previsão normativa e esforços de coordenação institucional, a ausência de dispositivos legais que determinam explicitamente essa integração nos planos setoriais e orçamentários justifica a classificação como estágio intermediário, conforme critérios do Manual de Aplicação."
"3782","Governança","2025-08-28","Estado","Minas Gerais","G2","A","Estágio avançado","1","A classificação ""Avançado"" está fundamentada nos critérios estabelecidos pelo Manual de Aplicação do Painel ClimaBrasil, que exige a existência de uma estrutura governamental formal e atuante para tratar dos aspectos relacionados às mudanças climáticas e que o tema esteja internalizado de forma transversal em diversos órgãos do ente. O Estado de Minas Gerais apresenta esses elementos de forma consolidada. A Superintendência de Qualidade Ambiental e Mudanças Climáticas (SQMC), vinculada à SEMAD, funciona como órgão técnico central com atribuições definidas de coordenação e monitoramento da agenda climática. O Comitê Intragovernamental de Energia e Mudança do Clima (CIMC), criado pelo Decreto nº 48.896/2024, apresenta uma composição intersetorial de alto nível e é presidido pelo Vice-Governador, conferindo autoridade política e institucional ao arranjo. Adicionalmente, a Câmara Técnica de Energia e Mudança do Clima do COPAM fortalece a participação social e técnica no processo decisório. As evidências fornecidas nos documentos ""Estrutura Governamental para Mudanças Climáticas em Minas Gerais"", ""Quadro de Distribuição das Responsabilidades"" e os textos dos Decretos n. 48.896/2024, 48.706/2023 e 46.953/2016 comprovam a formalização, atuação e clareza dos papéis institucionais na governança climática estadual. Portanto, a classificação avançada é justificada pela robustez, abrangência e coerência entre os dispositivos institucionais existentes e os critérios do Manual."
"3841","Governança","2025-08-28","Estado","Minas Gerais","G2","B","Estágio avançado","1","O estágio ""Avançado"" está de acordo com o Manual do Painel ClimaBrasil, que exige que as responsabilidades de liderar, coordenar, implementar e dar transparência às ações relacionadas com a emergência climática sejam atribuídas aos atores e envolvidos e não existam lacunas ou sobreposições relevantes. A Superintendência de Qualidade Ambiental e Mudanças Climáticas (SQMC), vinculada à SEMAD, cumpre esse papel ao coordenar tecnicamente o PLAC-MG, apoiar os instrumentos de monitoramento e liderar a articulação com instâncias participativas e de decisão. Sua estrutura conta com equipe especializada e atribuições definidas em atos normativos e operacionais.
Ademais, a atuação da SQMC é potencializada pelo Comitê Intragovernamental de Energia e Mudança do Clima (CIMC), instituído pelo Decreto n. 48.896/2024, que opera como instância intersetorial de governança e coordenação estratégica da política climática estadual. O CIMC é presidido pelo Vice-Governador, o que confere à estrutura técnica maior respaldo institucional e poder de articulação entre setores do governo. A combinação entre a liderança técnica da SQMC e a articulação estratégica do CIMC atende os critérios da metodologia para a classificação avançada, demonstrando uma governança robusta, integrada e institucionalizada. Não há sobreposição prejudicial entre SQMC e CIMC. Há complementaridade funcional e hierárquica, com distinção clara entre atribuições técnicas (SQMC) e estratégicas/intersetoriais (CIMC)."
"3842","Governança","2025-08-28","Estado","Minas Gerais","G2","C","Estágio avançado","1","O Manual de Aplicação do Painel ClimaBrasil ressalta que a liderança da política climática deve estar alocada em estrutura com autoridade institucional elevada, capaz de dar prioridade às questões climáticas e poder de mobilizar outros atores governamentais. Em Minas Gerais, o Comitê Intragovernamental de Energia e Mudança do Clima (CIMC), presidido pelo Vice-Governador, cumpre esse papel ao liderar, orientar e coordenar a implementação da agenda climática estadual, conforme estabelecido no Decreto nº 48.896/2024. Essa liderança de alto nível garante capacidade de mobilização intersetorial e priorização política da pauta climática. Ademais, o CIMC é composto por outras nove secretarias de estado, dentre elas, Secretarias consideradas como ""centro de governo"" como Secretaria de Estado de Governo e Casa Civil. Ressalta-se que cabe ao CIMC, dentre outras atribuições, monitorar as metas do Plano de Ação Climática (PLAC/MG).
Além disso, o apoio técnico prestado pela Superintendência de Qualidade Ambiental e Mudanças Climáticas (SQMC), unidade vinculada à SEMAD, assegura que o processo decisório esteja amparado por análises técnicas e evidências, atendendo à exigência de participação de quadros técnicos na estrutura de coordenação. A articulação entre CIMC e SQMC reforça a governança climática de Minas Gerais e atende  aos critérios metodológicos do Painel ClimaBrasil para a classificação avançada."
"3921","Governança","2025-08-28","Estado","Minas Gerais","G3","A","Estágio avançado","1","Minas Gerais atende  aos critérios do item G3-A do Painel ClimaBrasil, justificando a classificação ""Avançado"". O Estado dispõe de um sistema técnico consolidado para o mapeamento de riscos e vulnerabilidades climáticas, por meio do Índice Mineiro de Vulnerabilidade Climática (IMVC), o qual é baseado em evidências científicas e combina dados de exposição, sensibilidade e capacidade adaptativa dos municípios. O IMVC é utilizado oficialmente para subsidiar políticas públicas de adaptação e planejamento territorial resiliente, estando disponível de forma pública e interativa na plataforma IDE-SISEMA. Além disso, o IMVC está articulado ao Sistema Mineiro de Gestão de Riscos e Desastres (SIMGE), que utiliza essas informações em ações de resposta a emergências e planos de contingência. O PLAC-MG reconhece expressamente o IMVC como ferramenta estratégica para a formulação e priorização de políticas de adaptação e como base técnica do planejamento climático estadual. Assim, estão plenamente atendidos os critérios do Manual de Aplicação: mapeamento atualizado (a última atualização ocorreu em 2024), cientificamente fundamentado, institucionalizado e utilizado em instrumentos de decisão governamental."
"3922","Governança","2025-08-28","Estado","Minas Gerais","G3","B","Estágio intermediário","0.666","A classificação ""intermediário"" atribuída ao Estado de Minas Gerais no item G3-B está fundamentada no fato de que, embora haja um Plano  de Ação Climática  (PLAC-MG) com metas claras para incorporar riscos climáticos aos processos de planejamento, ainda não há evidência de que essa integração tenha se concretizado nos principais instrumentos vigentes, como o PPAG, planos setoriais ou orçamentários. O PLAC-MG, publicado em 2023, estabelece metas como a promoção da integração dos riscos em planos diretores, setoriais e territoriais, promover a inclusão do PLAC nos instrumentos de planejamento do Estado,  além do uso do IMVC como ferramenta técnica. No entanto, o relatório não apresenta exemplos concretos de aplicação prática ou revisões normativas de instrumentos estaduais que comprovem essa incorporação. Assim, mesmo reconhecendo os avanços normativos e técnicos, a ausência de comprovação de aplicação efetiva dessa integração, justifica a classificação intermediária, conforme os critérios do Manual de Aplicação do Painel ClimaBrasil."
"4021","Governança","2025-08-28","Estado","Minas Gerais","G4","A","Estágio avançado","1","O Estado de Minas Gerais criou, por meio do Decreto nº 48.896/2024, o Comitê Intragovernamental de Energia e Mudança do Clima (CIMC), presidido pelo vice-governador e composto por múltiplas secretarias e instituições públicas. O CIMC possui funções estratégicas, como a implementação do PLAC-MG e a integração das políticas climáticas entre os setores. Sua secretaria executiva é exercida pela SEMAD, garantindo continuidade administrativa e técnica. 
Além disso, a Câmara Técnica de Energia e Mudança do Clima (CEM/COPAM), instituída pelo Decreto n. 46.953/2016,  promove debates técnicos e institucionais com participação  da sociedade. Há evidências da atuação dessas estruturas que promovem a atuação coordenada entre os órgãos do Executivo. 
Portanto, os critérios para a classificação  no estágio ""Avançado"" de coordenação horizontal intragovernamental foram alcançados."
"4041","Governança","2025-08-28","Estado","Minas Gerais","G4","B","Estágio avançado","1","A classificação ""Avançado"" para o item G4-B - Coordenação horizontal intergovernamental - está  justificada à luz do Manual do Painel ClimaBrasil. Minas Gerais participa formalmente e ativamente de mecanismos permanentes de cooperação com outros entes subnacionais de mesmo nível federativo, como o Consórcio Brasil Verde, cuja adesão foi ratificada pela Lei Estadual nº 24.483/2023, configurando estrutura legal para articulação federativa voltada à agenda climática. 
O Estado também integra ativamente o COSUD, participando de reuniões regulares com governadores do Sul e Sudeste, nas quais a pauta climática tem ganhado protagonismo. Além disso, MG faz parte de redes internacionais como ICLEI, Under2 Coalition e Regions4, promovendo alinhamento de metas e intercâmbio de boas práticas. Tais articulações alcançam os critérios de coordenação horizontal intergovernamental estipulados pelo Painel ClimaBrasil ao promoverem cooperação estruturada, estratégias comuns e mecanismos normativos."
"4143","Governança","2025-08-28","Estado","Minas Gerais","G5","A","Estágio avançado","1","O Estado de Minas Gerais demonstra aderência ao estágio avançado da metodologia do Painel ClimaBrasil, que avalia a existência de mecanismos institucionais ativos para o engajamento de atores não governamentais (sociedade civil, setor privado e academia) na elaboração e implementação de estratégias, políticas e planos climáticos.
Há evidências consistentes da atuação da Câmara de Energia e Mudança do Clima (CEM), vinculada ao COPAM, com representação de diversos setores. A participação é garantida por regulamentação formal (Decreto nº 46.953/2016). Ademais, o processo de construção do PLAC-MG foi marcado por oficinas regionais e consultas públicas que envolveram múltiplos atores não governamentais, reforçando o caráter ativo e plural dos mecanismos de escuta e deliberação. 
Sobre o monitoramento e implementação do PLAC-MG (p. 76 do PLAC-MG), a Fundação Estadual do Meio Ambiente (Feam) é responsável, em articulação com os demais órgãos da administração pública estadual, entidades do setor privado, instituições de pesquisa e ensino e demais representações da sociedade civil, por realizar o monitoramento e avaliação contínua da implementação das ações, metas e estratégias definidas pelo PLAC-MG, devendo apresentar periodicamente os resultados desse acompanhamento (não inferior a 2 anos e não superior a 5 anos). Como o PLAC/MG foi aprovado em 2023, ainda não há esse relatório, embora as ações do PLAC possam ser monitoradas pela População no MRV Climático."
"4165","Governança","2025-08-28","Estado","Minas Gerais","G5","B","Estágio avançado","1","O Estado de Minas Gerais foi classificado no estágio avançado neste item de acordo com os critérios definidos no Manual de Aplicação do Painel ClimaBrasil. O PLAC-MG apresenta ampla participação formalizada, sustentada por mapeamento prévio de partes interessadas e por metodologia de participação estruturada. Foram realizadas oficinas regionais e reuniões setoriais, com participação de representantes da sociedade civil, setor produtivo e academia. O plano registra a inclusão ativa de grupos vulneráveis (negros, indígenas, mulheres, LGBTQIA+) e promoveu consulta pública, com sistematização das contribuições. Adicionalmente, o Estado conta com a Câmara de Energia e Mudança do Clima (CEM), vinculada ao COPAM, instância colegiada e permanente com composição multissetorial. O regimento da CEM assegura representação formal de diferentes segmentos com direito a voto. Trata-se de estrutura institucional que reforça e dá continuidade à representatividade observada na elaboração do PLAC. Para mais, a ferramenta MRV Climático, responsável pelo monitoramento das ações da PLAC, é publica, o que reforça a possibilidade do controle social. Assim sendo, a articulação entre os instrumentos participativos do plano e os espaços deliberativos da política ambiental estadual consolida os requisitos exigidos para a classificação como estágio avançado neste item."
"4289","Governança","2025-08-28","Estado","Minas Gerais","G6","A","Estágio intermediário","0.666","Embora Minas Gerais disponha de instrumentos técnicos robustos, como o Índice Mineiro de Vulnerabilidade Climática (IMVC), que considera exposição, sensibilidade e capacidade adaptativa, a identificação dos grupos sociais e econômicos vulneráveis; todavia não atende integralmente aos critérios do Manual do Painel ClimaBrasil para a classificação avançada. O IMVC utiliza indicadores como renda, saneamento e acesso à saúde, e a plataforma IDE-SISEMA permite a sobreposição de dados geográficos. O PLAC-MG identifica genericamente comunidades tradicionais, mulheres e agricultores familiares como grupos prioritários e cada ação do plano traz um detalhamento sobre a sua interseccionalidade com aspectos de gênero, raça e classe.  Contudo, não há evidência de diagnóstico específico com dados segmentados por raça, etnia, geração, deficiência ou gênero, nem mapeamento de suas necessidades. Tampouco se observa abordagem explícita sobre equidade intergeracional. Ressalta-se que dentre as ações do PLAC/MG, existe uma ação em desenvolvimento cujo objetivo é  ""realizar a identificação e o mapeamento de povos e populações mais vulneráveis aos efeitos das mudanças climáticas no território estadual e realizar ações de promoção da redução dos riscos climáticos"". Portanto, a classificação mais precisa, atualmente, é o estágio intermediário, reconhecendo avanços significativos, mas sem atendimento integral aos critérios para classificação no estágio avançado."
"4464","Governança","2025-08-28","Estado","Minas Gerais","G6","B","Estágio intermediário","0.666","Estado de Minas Gerais apresenta evidências parciais de inclusão efetiva de grupos vulneráveis no processo de tomada de decisão sobre políticas climáticas, conforme critérios Manual de Aplicação do Painel ClimaBrasil. O PLAC-MG relata a realização de consultas públicas, oficinas regionais e instrumentos participativos, incluindo a mobilização de comunidades historicamente marginalizadas como indígenas, quilombolas, LGBTQIA+, mulheres e pessoas com deficiência. A ação 7.8.2.1 (p. 147) prevê a realização ""Encontro Mineiro de Povos Originários e Populações Vulneráveis"", com participação de lideranças tradicionais. Contudo, não há comprovação do uso sistemático de indicadores de participação, nem de ações formativas prévias ou consultas in loco (como rodas de conversa). Também não há evidência de voto qualificado ou poder de veto para esses grupos. A Câmara de Políticas de Energia e Mudanças Climáticas (CEM), por sua vez, assegura a presença da sociedade civil e da academia, mas não garante participação específica ou deliberativa de grupos vulneráveis. A menção aos saberes tradicionais no PLAC ocorre de forma programática, com metas futuras, ainda em desenvolvimento. Assim, diante da insuficiência de mecanismos que, atualmente, garantam influência real dos grupos vulneráveis nas decisões climáticas, adota-se a classificação intermediária para o Estado de Minas Gerais."
"4495","Governança","2025-08-28","Estado","Minas Gerais","G6","C","Estágio intermediário","0.666","A classificação do item G6C como 'estágio intermediário' baseia-se nos critérios do Manual do Painel ClimaBrasil. Em primeiro lugar,  o quadro legal e regulatório de Minas Gerais possui dispositivos insuficientes de justiça climática e equidade. Porém,  o PLAC-MG (Plano Estadual de Ação Climática) incorpora esse princípio em seus fundamentos e nas ações previstas. De forma positiva, esse plano estabelece metas que visam explicitamente enfrentar vulnerabilidades de grupos sociais específicos. Por exemplo, ações como a ampliação do Programa Percursos Gerais priorizam municípios de alta vulnerabilidade com foco em mulheres, jovens e comunidades marginalizadas. As ações previstas no PLAC abordam gênero, raça e classe como dimensões centrais. O MRV Climático, por sua vez, monitora as ações do PLAC num site aberto ao público, garantindo transparência ao monitoramento. Entretanto, faltam mecanismos de salvaguarda social, indicadores desagregados por grupo vulnerável. Ressalta-se que há ação prevista no PLAC/MG para identificar e mapear os grupos vulneráveis, ou seja, essa ação pode sanar essa deficiência. Ademais, o PLAC/MG não possui força normativa própria, embora seu monitoramento esteja previsto no Decreto n. 48.902/2024. Assim, apesar de contar um plano avançado em termos de perspectiva de equidade,  os requisitos para classificação avançada ainda não foram plenamente atendidos."
"4581","Governança","2025-08-28","Estado","Minas Gerais","G7","A","Estágio avançado","1","A Assembleia Legislativa de Minas Gerais demonstra atuação robusta, articulada e institucionalizada no enfrentamento das mudanças climáticas. A Comissão de Meio Ambiente e Desenvolvimento Sustentável possui competência formal para tratar de temas climáticos no Regimento Interno da ALMG e realizou diversas audiências públicas e visitas técnicas com foco em eventos extremos e justiça climática. A ALMG também elaborou o Plam Crise Climática 2025/2026 (Deliberação n. 2.859, de 14/04/2025), com seleção participativa de projetos prioritários e metas mensuráveis, e promoveu o seminário técnico estadual (Crise Climática em Minas Gerais) com  participação de especialistas e sociedade civil. Além disso, tramita projeto de lei específico sobre política climática estadual, evidenciando atuação normativa. No âmbito da fiscalização,  poder legislativo mineiro citou suas funções constitucionais de fiscalização e deu exemplo de um pedido de informação realizado e respondido com foco nas mudanças climáticas.  Essas ações são suficientes para cumprir os critérios estabelecidos no Manual do Painel ClimaBrasil, permitindo classificar esse item no ""Estágio Avançado""."
"4701","Governança","2025-08-28","Estado","Minas Gerais","G7","B","Estágio avançado","1","A Controladoria-Geral do Estado de Minas Gerais (CGE/MG) e o Tribunal de Contas do Estado (TCE/MG) foram classificados em estágio avançado segundo os critérios do Painel ClimaBrasil. A CGE/MG informou que conduz, atualmente, uma ação avaliativa preliminar sobre o combate ao desmatamento (Memorandos nº 22/2025 e nº 75/2025), tema vinculado às mudanças climáticas. Também prestou consultorias técnicas sobre gestão de riscos a outros órgãos estaduais em auditorias com foco climático, como: Race to Zero (Semad), IGAM (outorga hídrica), PAINT 2025 (desmatamento), e licenciamento ambiental (Semad/Sisema). Já o TCE/MG realiza, atualmente, auditoria operacional específica sobre ""Impactos das Mudanças Climáticas no Estado de Minas Gerais"" (15/07/2024 a 15/07/2025), cujo objetivo é avaliar medidas de adaptação e mitigação adotadas pelo Estado. Apesar das iniciativas, a CGE/MG não realizou auditorias com foco central em mudanças climáticas nos últimos cinco anos. Assim, considerando as ações em curso da CGE e do TCE/MG, a classificação mais adequada é o estágio avançado, conforme diretrizes do Manual do Painel ClimaBrasil."
"4721","Governança","2025-08-28","Estado","Minas Gerais","G7","C","Estágio intermediário","0.666","Com base nas evidências obtidas, a classificação mais adequada para este item é intermediária. O TJMG instituiu o CEJUSC Ambiental, núcleo especializado na mediação e conciliação de conflitos relacionados a danos ambientais de grande repercussão social. Essa estrutura atende ao inc. I do art. 6º da Res. CNJ 433/2021.Também instituiu o Núcleo de Justiça 4.0, com atuação efetiva na comarca de Brumadinho (art. 7° da Res CNJ. 433/2021). A EJEF (Escola Judicial Desembargador Edésio Fernandes) promove cursos e seminários sobre direito ambiental e mudanças climáticas, voltados a magistrados e servidores com a inclusão do tema ""mudanças climáticas"" na formação judicial. Tais ações atendem aos incs. II e III do art. 6 da Res. CNJ 433/2021, que tratam da capacitação contínua e da inserção da temática ambiental nos programas de formação. Além disso, o TJMG alimenta o SireneJud, plataforma interinstitucional do CNJ que reúne dados geoespaciais e processuais sobre o meio ambiente, permitindo identificar áreas de desmatamento e o volume de ações ambientais por comarca. Essa participação cumpre parcialmente os incs. V e IV do art. 6°, que tratam do uso de ferramentas geográficas, pois, não há evidências claras de aplicação prática desses dados ou de fomento interinstitucional entre diversos órgãos.  Portanto, embora haja avanços relevantes, as ações previstas no art. 6° da Res. CNJ 433/2021 ainda não foram integralmente implementadas, justificando a classificação intermediária."
"4163","Políticas públicas","2025-08-28","Estado","Minas Gerais","P1","A","Estágio avançado","1","Com base na leitura criteriosa do Manual do Painel ClimaBrasil, a classificação adequada para o item P1-A é 'Avançado'. O manual recomenda a publicação formal de um plano, política ou estratégia de mitigação com metas, prazos e diretrizes, preferencialmente por meio de instrumento normativo, mas não exige lei específica para pontuação máxima. Minas Gerais apresenta o PLAC-MG, que contém metas até 2050, diretrizes por setor, prazos definidos, e está estruturado em eixos temáticos. O plano foi formalmente publicado pela administração pública estadual e está disponível em plataformas oficiais. Complementam esse instrumento as políticas setoriais sobre biogás, hidrogênio, cidades inteligentes e mobilidade, além de integração com o SEEG e estrutura de governança via Decreto nº 48.896/2024. Todos os critérios exigidos são atendidos: documento publicado, metas e prazos claros, abrangência setorial e compromisso institucional. Assim, a ausência de uma lei específica não compromete a classificação no estágio avançado."
"4282","Políticas públicas","2025-08-28","Estado","Minas Gerais","P1","B","Estágio inicial","0.333","A classificação mais adequada para o item P1-B, conforme o Manual do Painel ClimaBrasil, é ""Estágio Inicial"". O Plano Estadual de Ação Climática de Minas Gerais (PLAC-MG) prevê mecanismos de monitoramento por meio do desenvolvimento do MRV Climático, e o Estado adotou o SEEG como plataforma oficial de acompanhamento das emissões de gases de efeito estufa. O atributo 1 está contemplado, pois o PLAC-MG prevê tais mecanismos de monitoramento. O atributo 2 (exige que os mecanismos estejam implementados ou em implementação) também foi atendido: o SEEG já foi adotado oficialmente pelo Estado para monitoramento das emissões de gases de efeito estufa e o MRV, embora em desenvolvimento, monitora parte das ações do PLAC. Entretanto, o atributo 3, que exige monitoramento ao menos uma vez por ano, foi apenas parcialmente cumprido, já que o MRV ainda não cobre todas as ações. O atributo 4, que verifica se os resultados do monitoramento são usados para revisar a estratégia, não foi alcançado, pois o MRV ainda não está plenamente operacional. Assim, apesar dos avanços institucionais, a execução prática encontra-se em fase inicial. Por isso, segundo os critérios do Painel ClimaBrasil, o estágio atribuído é o Inicial, refletindo que os instrumentos estão previstos e parcialmente implementados, mas ainda não garantem o ciclo completo de monitoramento e ajuste."
